"Date","Region","No. of Stations","Avg. SWC","% of April 1","% of Normal"
"02/18/2013","STATE","99","15.5","55","70"
"02/17/2013","STATE","100","15.4","55","71"
"02/16/2013","STATE","100","15.4","55","72"
"02/15/2013","STATE","100","15.4","55","72"
"02/14/2013","STATE","100","15.3","55","73"
"02/13/2013","STATE","100","15.4","55","74"
"02/12/2013","STATE","100","15.3","55","75"
"02/11/2013","STATE","100","15.4","55","76"
"02/10/2013","STATE","100","15.4","55","77"
"02/09/2013","STATE","100","15.3","55","78"
"02/08/2013","STATE","100","15.3","54","78"
"02/07/2013","STATE","100","15.1","54","79"
"02/06/2013","STATE","100","15.2","54","80"
"02/05/2013","STATE","100","15.2","54","82"
"02/04/2013","STATE","100","15.2","54","83"
"02/03/2013","STATE","100","15.2","54","84"
"02/02/2013","STATE","100","15.2","54","86"
"02/01/2013","STATE","100","15.2","54","87"
"01/31/2013","STATE","99","15.3","54","89"
"01/30/2013","STATE","99","15.3","54","90"
"01/29/2013","STATE","99","15.2","54","91"
"01/28/2013","STATE","99","15.2","54","93"
"01/27/2013","STATE","99","15.1","54","94"
"01/26/2013","STATE","99","15.0","53","94"
"01/25/2013","STATE","100","15.0","53","95"
"01/24/2013","STATE","100","14.9","53","97"
"01/23/2013","STATE","100","14.8","52","96"
"01/22/2013","STATE","100","14.8","52","98"
"01/21/2013","STATE","100","14.8","52","100"
"01/20/2013","STATE","100","14.8","52","101"
"01/19/2013","STATE","100","14.8","52","103"
"01/18/2013","STATE","100","14.8","52","105"
"01/17/2013","STATE","100","14.8","52","107"
"01/16/2013","STATE","100","14.8","53","111"
"01/15/2013","STATE","100","14.8","52","110"
"01/14/2013","STATE","100","14.7","52","113"
"01/13/2013","STATE","100","14.7","52","115"
"01/12/2013","STATE","102","14.7","52","117"
"01/11/2013","STATE","102","14.7","52","119"
"01/10/2013","STATE","102","14.6","52","121"
"01/09/2013","STATE","102","14.3","50","119"
"01/08/2013","STATE","102","14.2","50","121"
"01/07/2013","STATE","102","14.2","50","123"
"01/06/2013","STATE","102","14.1","50","126"
"01/05/2013","STATE","102","14.0","50","129"
"01/04/2013","STATE","102","14.0","49","129"
"01/03/2013","STATE","101","14.0","49","131"
"01/02/2013","STATE","101","14.0","49","134"
"01/01/2013","STATE","101","14.0","49","137"
"12/31/2012","STATE","101","13.9","49","140"
"12/30/2012","STATE","101","13.9","49","143"
"12/29/2012","STATE","102","13.8","49","146"
"12/28/2012","STATE","102","13.7","48","146"
"12/27/2012","STATE","102","13.7","48","150"
"12/26/2012","STATE","102","13.2","46","146"
"12/25/2012","STATE","102","12.0","42","137"
"12/24/2012","STATE","102","11.9","42","140"
"12/23/2012","STATE","102","10.1","35","119"
"12/22/2012","STATE","103","8.3","30","105"
"12/21/2012","STATE","103","7.5","27","96"
"12/20/2012","STATE","103","7.2","26","95"
"12/19/2012","STATE","102","7.0","25","94"
"12/18/2012","STATE","102","6.9","25","96"
"12/17/2012","STATE","100","6.4","23","90"
"12/16/2012","STATE","101","6.1","21","85"
"12/15/2012","STATE","101","6.0","21","87"
"12/14/2012","STATE","101","6.0","21","89"
"12/13/2012","STATE","101","5.9","21","91"
"12/12/2012","STATE","100","5.6","20","89"
"12/11/2012","STATE","100","5.4","19","87"
"12/10/2012","STATE","98","5.3","19","89"
"12/09/2012","STATE","98","5.1","18","87"
"12/08/2012","STATE","98","5.2","19","94"
"12/07/2012","STATE","98","5.2","19","97"
"12/06/2012","STATE","98","5.3","19","99"
"12/05/2012","STATE","98","5.3","19","103"
"12/04/2012","STATE","98","5.1","18","100"
"12/03/2012","STATE","98","5.0","18","103"
"12/02/2012","STATE","98","4.4","16","94"
"12/01/2012","STATE","99","4.2","15","91"
"11/30/2012","STATE","101","3.1","11","69"
"11/29/2012","STATE","101","2.6","9","58"
"11/28/2012","STATE","100","2.0","7","47"
"11/27/2012","STATE","100","2.0","7","49"
"11/26/2012","STATE","101","2.0","7","51"
"11/25/2012","STATE","101","2.0","7","53"
"11/24/2012","STATE","101","2.0","7","56"
"11/23/2012","STATE","101","2.0","7","58"
"11/22/2012","STATE","109","1.9","7","60"
"11/21/2012","STATE","109","1.9","7","63"
"11/20/2012","STATE","109","1.9","7","66"
"11/19/2012","STATE","109","1.8","6","59"
"11/18/2012","STATE","109","1.6","6","63"
"11/17/2012","STATE","109","1.1","4","43"
"11/16/2012","STATE","109","1.0","3","34"
"11/15/2012","STATE","109","0.9","3","36"
"11/14/2012","STATE","109","0.9","3","38"
"11/13/2012","STATE","109","0.9","3","40"
"11/12/2012","STATE","109","0.9","3","43"
"11/11/2012","STATE","109","0.8","3","45"
"11/10/2012","STATE","109","0.8","3","48"
"11/09/2012","STATE","109","0.6","2","34"
"11/08/2012","STATE","109","0.4","1","18"
"11/07/2012","STATE","109","0.4","1","19"
"11/06/2012","STATE","110","0.5","2","42"
"11/05/2012","STATE","110","0.5","2","44"
"11/04/2012","STATE","110","0.6","2","48"
"11/03/2012","STATE","110","0.7","2","51"
"11/02/2012","STATE","110","0.7","2","56"
"11/01/2012","STATE","110","0.8","3","91"
"10/31/2012","STATE","110","0.9","3","100"
"10/30/2012","STATE","110","1.0","4","143"
"10/29/2012","STATE","110","1.2","4","154"
"10/28/2012","STATE","110","1.3","5","208"
"10/27/2012","STATE","110","1.4","5","227"
"10/26/2012","STATE","110","1.5","5","250"
"10/25/2012","STATE","110","1.5","5","278"
"10/24/2012","STATE","110","1.3","4","250"
"10/23/2012","STATE","110","1.1","4","267"
"10/22/2012","STATE","111","0.1","1","77"
"10/21/2012","STATE","112","0.0","0","0"
"10/20/2012","STATE","112","0.0","0","0"
"10/19/2012","STATE","100","0.0","0","0"
"10/01/2012","STATE","98","0.0","0","0"
"06/14/2012","STATE","95","0.0","0","0"
"06/13/2012","STATE","95","0.0","0","0"
"06/12/2012","STATE","95","0.1","0","0"
"06/11/2012","STATE","95","0.1","0","0"
"06/10/2012","STATE","95","0.1","0","0"
"06/09/2012","STATE","95","0.1","0","0"
"06/08/2012","STATE","95","0.1","0","0"
"06/07/2012","STATE","95","0.1","0","0"
"06/06/2012","STATE","95","0.1","0","0"
"06/05/2012","STATE","95","0.1","0","0"
"06/04/2012","STATE","95","0.1","0","0"
"06/03/2012","STATE","95","0.1","1","4"
"06/02/2012","STATE","95","0.2","1","3"
"06/01/2012","STATE","95","0.2","1","3"
"05/31/2012","STATE","95","0.3","1","3"
"05/30/2012","STATE","95","0.4","1","3"
"05/29/2012","STATE","95","0.5","2","6"
"05/28/2012","STATE","95","0.5","2","5"
"05/27/2012","STATE","95","0.6","2","5"
"05/26/2012","STATE","95","0.5","2","5"
"05/25/2012","STATE","95","0.5","2","5"
"05/24/2012","STATE","95","0.6","2","5"
"05/23/2012","STATE","95","0.6","2","5"
"05/22/2012","STATE","94","0.8","3","7"
"05/21/2012","STATE","94","0.9","3","6"
"05/20/2012","STATE","94","1.1","4","8"
"05/19/2012","STATE","94","1.3","4","8"
"05/18/2012","STATE","94","1.4","5","10"
"05/17/2012","STATE","93","1.6","6","11"
"05/16/2012","STATE","93","2.0","7","13"
"05/15/2012","STATE","93","2.3","8","14"
"05/14/2012","STATE","93","2.7","9","15"
"05/13/2012","STATE","93","3.1","11","18"
"05/12/2012","STATE","93","3.5","12","20"
"05/11/2012","STATE","93","3.9","14","22"
"05/10/2012","STATE","93","4.3","15","23"
"05/09/2012","STATE","93","4.9","17","26"
"05/08/2012","STATE","93","5.5","19","28"
"05/07/2012","STATE","93","6.0","21","31"
"05/06/2012","STATE","93","6.4","22","31"
"05/05/2012","STATE","93","6.8","24","34"
"05/04/2012","STATE","93","7.1","25","34"
"05/03/2012","STATE","93","7.5","26","35"
"05/02/2012","STATE","93","8.1","28","37"
"05/01/2012","STATE","93","8.7","30","39"
"04/30/2012","STATE","93","9.3","33","42"
"04/29/2012","STATE","93","10.0","35","44"
"04/28/2012","STATE","93","10.6","37","45"
"04/27/2012","STATE","93","10.9","38","46"
"04/26/2012","STATE","93","11.2","39","46"
"04/25/2012","STATE","93","11.6","40","47"
"04/24/2012","STATE","93","12.4","43","50"
"04/23/2012","STATE","94","13.5","47","54"
"04/22/2012","STATE","94","14.4","50","57"
"04/21/2012","STATE","94","15.3","53","59"
"04/20/2012","STATE","94","15.9","55","61"
"04/19/2012","STATE","93","16.6","57","63"
"04/18/2012","STATE","93","17.0","59","64"
"04/17/2012","STATE","93","17.3","60","65"
"04/16/2012","STATE","93","17.5","60","64"
"04/15/2012","STATE","93","17.5","60","64"
"04/14/2012","STATE","93","17.4","60","63"
"04/13/2012","STATE","92","16.3","57","60"
"04/12/2012","STATE","92","15.4","54","56"
"04/11/2012","STATE","93","15.3","53","55"
"04/10/2012","STATE","93","15.4","53","55"
"04/09/2012","STATE","93","15.7","54","55"
"04/08/2012","STATE","93","15.8","55","56"
"04/07/2012","STATE","93","15.8","55","56"
"04/06/2012","STATE","94","15.9","55","56"
"04/05/2012","STATE","96","15.6","55","56"
"04/04/2012","STATE","96","15.7","55","55"
"04/03/2012","STATE","96","15.7","55","55"
"04/02/2012","STATE","95","15.4","54","54"
"04/01/2012","STATE","95","15.3","54","54"
"03/31/2012","STATE","96","14.9","52","52"
"03/30/2012","STATE","95","14.7","52","52"
"03/29/2012","STATE","96","14.4","51","51"
"03/28/2012","STATE","97","14.1","49","49"
"03/27/2012","STATE","97","13.3","47","47"
"03/26/2012","STATE","97","13.1","46","46"
"03/25/2012","STATE","97","12.9","45","45"
"03/24/2012","STATE","97","12.8","45","45"
"03/23/2012","STATE","96","12.9","45","45"
"03/22/2012","STATE","95","12.9","45","45"
"03/21/2012","STATE","97","12.8","45","46"
"03/20/2012","STATE","97","12.6","45","46"
"03/19/2012","STATE","97","12.5","44","45"
"03/18/2012","STATE","96","12.0","42","43"
"03/17/2012","STATE","94","11.2","39","40"
"03/16/2012","STATE","98","9.9","35","36"
"03/15/2012","STATE","97","9.7","34","35"
"03/14/2012","STATE","97","9.3","33","34"
"03/13/2012","STATE","97","8.7","31","32"
"03/12/2012","STATE","97","8.8","31","32"
"03/11/2012","STATE","98","8.8","31","33"
"03/10/2012","STATE","98","8.9","32","34"
"03/09/2012","STATE","98","8.9","31","33"
"03/08/2012","STATE","98","8.9","31","33"
"03/07/2012","STATE","98","8.8","31","34"
"03/06/2012","STATE","98","8.8","31","34"
"03/05/2012","STATE","98","8.7","31","34"
"03/04/2012","STATE","98","8.7","31","34"
"03/03/2012","STATE","98","8.7","31","35"
"03/02/2012","STATE","97","8.7","31","35"
"03/01/2012","STATE","96","8.4","30","34"
"02/29/2012","STATE","99","7.5","27","31"
"02/28/2012","STATE","99","7.2","26","30"
"02/27/2012","STATE","100","7.0","25","29"
"02/26/2012","STATE","100","7.0","25","29"
"02/25/2012","STATE","100","7.1","25","30"
"02/24/2012","STATE","100","7.1","25","30"
"02/23/2012","STATE","100","7.2","26","31"
"02/22/2012","STATE","100","7.2","26","32"
"02/21/2012","STATE","100","7.3","26","32"
"02/20/2012","STATE","100","7.3","26","32"
"02/19/2012","STATE","101","7.3","26","33"
"02/18/2012","STATE","100","7.2","26","33"
"02/17/2012","STATE","101","7.2","26","33"
"02/16/2012","STATE","101","7.2","26","34"
"02/15/2012","STATE","101","7.1","25","33"
"02/14/2012","STATE","101","6.9","25","33"
"02/13/2012","STATE","101","6.7","24","32"
"02/12/2012","STATE","101","6.5","23","31"
"02/11/2012","STATE","100","6.4","23","32"
"02/10/2012","STATE","101","6.4","23","32"
"02/09/2012","STATE","101","6.4","23","33"
"02/08/2012","STATE","101","6.4","23","33"
"02/07/2012","STATE","102","6.3","23","34"
"02/06/2012","STATE","104","6.3","22","33"
"02/05/2012","STATE","104","6.3","23","35"
"02/04/2012","STATE","104","6.4","23","35"
"02/03/2012","STATE","104","6.4","23","36"
"02/02/2012","STATE","104","6.4","23","36"
"02/01/2012","STATE","104","6.4","23","37"
"01/31/2012","STATE","104","6.4","23","38"
"01/30/2012","STATE","104","6.4","23","38"
"01/29/2012","STATE","104","6.4","23","39"
"01/28/2012","STATE","104","6.4","23","39"
"01/27/2012","STATE","104","6.4","23","40"
"01/26/2012","STATE","104","6.3","23","41"
"01/25/2012","STATE","104","6.3","22","40"
"01/24/2012","STATE","103","6.1","22","40"
"01/23/2012","STATE","104","5.2","18","33"
"01/22/2012","STATE","104","4.0","14","26"
"01/21/2012","STATE","104","3.4","12","23"
"01/20/2012","STATE","105","2.3","8","16"
"01/19/2012","STATE","105","1.9","7","14"
"01/18/2012","STATE","105","1.7","6","12"
"01/17/2012","STATE","105","1.6","6","12"
"01/16/2012","STATE","105","1.6","6","13"
"01/15/2012","STATE","105","1.6","6","13"
"01/14/2012","STATE","106","1.7","6","13"
"01/13/2012","STATE","106","1.6","6","13"
"01/12/2012","STATE","104","1.7","6","13"
"01/11/2012","STATE","106","1.6","6","14"
"01/10/2012","STATE","106","1.7","6","14"
"01/09/2012","STATE","108","1.7","6","14"
"01/08/2012","STATE","108","1.7","6","15"
"01/07/2012","STATE","108","1.8","6","15"
"01/06/2012","STATE","108","1.8","6","15"
"01/05/2012","STATE","108","1.9","7","18"
"01/04/2012","STATE","108","1.9","7","18"
"01/03/2012","STATE","107","1.9","7","19"
"01/02/2012","STATE","107","2.0","7","19"
"01/01/2012","STATE","107","2.0","7","20"
"12/31/2011","STATE","107","2.0","7","20"
"12/30/2011","STATE","107","2.1","7","20"
"12/29/2011","STATE","107","2.2","8","24"
"12/28/2011","STATE","107","2.2","8","24"
"12/27/2011","STATE","107","2.2","8","25"
"12/26/2011","STATE","107","2.2","8","25"
"12/25/2011","STATE","107","2.2","8","26"
"12/24/2011","STATE","107","2.2","8","27"
"12/23/2011","STATE","107","2.2","8","27"
"12/22/2011","STATE","107","2.1","8","28"
"12/21/2011","STATE","107","2.2","8","29"
"12/20/2011","STATE","107","2.1","8","29"
"12/19/2011","STATE","107","2.2","8","30"
"12/18/2011","STATE","107","2.2","8","31"
"12/17/2011","STATE","107","2.2","8","31"
"12/16/2011","STATE","107","2.2","8","32"
"12/15/2011","STATE","104","2.2","8","33"
"12/14/2011","STATE","107","2.1","7","30"
"12/13/2011","STATE","93","2.2","8","35"
"12/12/2011","STATE","93","2.2","7","31"
"12/11/2011","STATE","105","2.0","7","32"
"12/10/2011","STATE","105","2.0","7","33"
"12/09/2011","STATE","105","2.0","7","34"
"12/08/2011","STATE","105","2.0","7","35"
"12/07/2011","STATE","105","2.0","7","36"
"12/06/2011","STATE","99","1.9","7","37"
"12/05/2011","STATE","73","1.6","6","32"
"12/04/2011","STATE","105","1.9","7","39"
"12/03/2011","STATE","105","1.9","7","40"
"12/02/2011","STATE","105","1.9","7","41"
"12/01/2011","STATE","106","1.9","7","42"
"11/30/2011","STATE","108","2.0","7","44"
"11/29/2011","STATE","108","2.0","7","45"
"11/28/2011","STATE","109","2.2","8","54"
"11/27/2011","STATE","110","2.2","8","56"
"11/26/2011","STATE","108","2.1","8","58"
"11/25/2011","STATE","106","2.2","8","61"
"11/24/2011","STATE","105","2.1","7","56"
"11/23/2011","STATE","105","2.0","7","58"
"11/22/2011","STATE","108","1.8","6","52"
"11/21/2011","STATE","109","1.7","6","54"
"11/20/2011","STATE","108","1.5","5","47"
"11/19/2011","STATE","108","1.1","4","40"
"11/18/2011","STATE","107","0.8","3","31"
"11/17/2011","STATE","108","0.9","3","33"
"11/16/2011","STATE","108","0.9","3","34"
"11/15/2011","STATE","108","0.9","3","36"
"11/14/2011","STATE","107","0.9","3","38"
"11/13/2011","STATE","107","1.0","3","40"
"11/12/2011","STATE","107","1.0","4","57"
"11/11/2011","STATE","108","0.8","3","45"
"11/10/2011","STATE","107","0.8","3","48"
"11/09/2011","STATE","106","0.7","3","51"
"11/08/2011","STATE","106","0.7","2","36"
"11/07/2011","STATE","105","0.7","3","58"
"11/06/2011","STATE","105","0.6","2","42"
"11/05/2011","STATE","105","0.3","1","22"
"11/04/2011","STATE","105","0.3","1","24"
"11/03/2011","STATE","106","0.0","0","0"
"11/02/2011","STATE","106","-0.1","0","0"
"11/01/2011","STATE","108","-0.1","0","0"
"07/07/2011","STATE","87","1.8","7","212"
"07/06/2011","STATE","87","2.0","7","194"
"07/05/2011","STATE","87","2.3","8","200"
"07/04/2011","STATE","87","2.5","9","209"
"07/03/2011","STATE","87","2.9","11","234"
"07/02/2011","STATE","87","3.2","12","235"
"07/01/2011","STATE","87","3.6","13","232"
"06/30/2011","STATE","88","4.0","15","250"
"06/29/2011","STATE","88","4.3","16","246"
"06/28/2011","STATE","88","4.8","18","257"
"06/27/2011","STATE","88","5.4","20","267"
"06/24/2011","STATE","88","7.3","27","293"
"06/23/2011","STATE","86","8.4","30","303"
"06/22/2011","STATE","87","9.7","35","333"
"06/21/2011","STATE","87","10.7","39","348"
"06/20/2011","STATE","87","11.6","42","353"
"06/19/2011","STATE","87","12.5","45","354"
"06/18/2011","STATE","87","13.4","49","366"
"06/17/2011","STATE","87","14.3","52","366"
"06/16/2011","STATE","86","14.6","53","351"
"06/15/2011","STATE","86","15.8","58","365"
"06/14/2011","STATE","86","16.9","62","369"
"06/13/2011","STATE","88","18.6","68","384"
"06/12/2011","STATE","88","19.7","72","387"
"06/11/2011","STATE","87","21.0","76","388"
"06/10/2011","STATE","87","22.2","80","388"
"06/09/2011","STATE","87","23.2","84","389"
"06/08/2011","STATE","87","24.2","87","383"
"06/07/2011","STATE","87","24.9","90","380"
"06/06/2011","STATE","87","25.4","92","371"
"06/05/2011","STATE","87","25.8","93","358"
"06/04/2011","STATE","87","26.0","94","347"
"06/03/2011","STATE","88","26.6","95","336"
"06/02/2011","STATE","88","26.7","96","325"
"06/01/2011","STATE","88","26.8","96","313"
"05/31/2011","STATE","87","27.9","99","309"
"05/30/2011","STATE","87","28.1","99","295"
"05/29/2011","STATE","87","28.1","99","282"
"05/28/2011","STATE","87","28.2","100","272"
"05/27/2011","STATE","87","28.6","101","264"
"05/26/2011","STATE","87","29.0","103","259"
"05/25/2011","STATE","88","29.4","104","252"
"05/24/2011","STATE","88","30.2","106","247"
"05/23/2011","STATE","88","30.9","109","245"
"05/22/2011","STATE","88","31.6","111","241"
"05/21/2011","STATE","88","32.3","114","240"
"05/20/2011","STATE","88","32.8","116","237"
"05/19/2011","STATE","88","33.0","116","230"
"05/18/2011","STATE","88","32.8","116","223"
"05/17/2011","STATE","88","32.2","113","211"
"05/16/2011","STATE","88","32.0","113","205"
"05/15/2011","STATE","89","32.1","113","200"
"05/14/2011","STATE","89","32.7","115","198"
"05/13/2011","STATE","89","33.8","119","199"
"05/12/2011","STATE","89","34.6","122","199"
"05/11/2011","STATE","89","35.3","124","198"
"05/10/2011","STATE","90","35.7","125","195"
"05/09/2011","STATE","90","35.8","126","192"
"05/08/2011","STATE","90","36.4","128","190"
"05/07/2011","STATE","90","37.4","131","191"
"05/06/2011","STATE","90","38.5","135","193"
"05/05/2011","STATE","91","40.0","140","196"
"05/04/2011","STATE","91","40.9","143","196"
"05/03/2011","STATE","92","41.5","145","194"
"05/02/2011","STATE","91","42.5","147","193"
"05/01/2011","STATE","92","42.0","147","190"
"04/30/2011","STATE","91","43.3","150","190"
"04/29/2011","STATE","91","43.7","151","188"
"04/28/2011","STATE","91","44.2","153","188"
"04/27/2011","STATE","93","44.4","154","186"
"04/26/2011","STATE","92","45.1","155","185"
"04/25/2011","STATE","92","44.0","153","180"
"04/24/2011","STATE","95","43.4","153","178"
"04/23/2011","STATE","94","43.1","152","175"
"04/22/2011","STATE","95","43.3","152","173"
"04/21/2011","STATE","95","43.3","152","171"
"04/20/2011","STATE","95","43.3","152","169"
"04/19/2011","STATE","95","43.9","154","169"
"04/18/2011","STATE","95","44.3","156","170"
"04/17/2011","STATE","95","44.9","158","171"
"04/16/2011","STATE","95","45.4","160","171"
"04/15/2011","STATE","95","45.5","160","170"
"04/14/2011","STATE","95","45.6","160","169"
"04/13/2011","STATE","95","45.7","161","169"
"04/12/2011","STATE","95","45.9","161","168"
"04/11/2011","STATE","95","46.0","162","168"
"04/10/2011","STATE","95","45.9","161","166"
"04/09/2011","STATE","95","45.8","161","165"
"04/08/2011","STATE","95","45.7","161","164"
"04/07/2011","STATE","95","45.4","160","163"
"04/06/2011","STATE","95","45.5","160","162"
"04/05/2011","STATE","95","45.8","161","163"
"04/04/2011","STATE","96","46.5","162","163"
"04/03/2011","STATE","97","47.0","163","164"
"04/02/2011","STATE","97","47.4","164","164"
"04/01/2011","STATE","97","47.7","165","165"
"03/31/2011","STATE","97","48.0","166","166"
"03/30/2011","STATE","97","48.1","166","166"
"03/29/2011","STATE","97","48.1","166","166"
"03/28/2011","STATE","97","48.0","166","166"
"03/27/2011","STATE","98","47.6","164","164"
"03/26/2011","STATE","98","46.8","161","161"
"03/25/2011","STATE","97","46.3","159","159"
"03/24/2011","STATE","97","44.3","152","153"
"03/23/2011","STATE","97","42.9","147","148"
"03/22/2011","STATE","97","42.6","146","147"
"03/21/2011","STATE","97","41.9","144","146"
"03/20/2011","STATE","97","39.9","137","139"
"03/19/2011","STATE","97","38.6","132","134"
"03/18/2011","STATE","97","37.4","128","131"
"03/17/2011","STATE","97","37.1","127","130"
"03/16/2011","STATE","97","36.7","126","130"
"03/15/2011","STATE","98","35.6","122","126"
"03/14/2011","STATE","98","35.4","122","127"
"03/13/2011","STATE","98","34.8","120","125"
"03/12/2011","STATE","98","34.8","120","126"
"03/11/2011","STATE","98","34.9","120","127"
"03/10/2011","STATE","98","34.7","119","126"
"03/09/2011","STATE","99","34.5","120","128"
"03/08/2011","STATE","98","34.5","119","128"
"03/07/2011","STATE","98","34.2","118","128"
"03/06/2011","STATE","98","33.4","115","125"
"03/05/2011","STATE","98","33.2","114","125"
"03/04/2011","STATE","97","33.0","114","126"
"03/03/2011","STATE","98","32.9","113","126"
"03/02/2011","STATE","98","32.0","110","124"
"03/01/2011","STATE","98","31.7","109","124"
"02/28/2011","STATE","99","31.6","109","125"
"02/27/2011","STATE","99","31.4","109","126"
"02/26/2011","STATE","99","31.3","108","126"
"02/25/2011","STATE","99","29.8","103","122"
"02/24/2011","STATE","99","29.1","101","121"
"02/23/2011","STATE","100","29.3","101","122"
"02/22/2011","STATE","103","28.5","99","121"
"02/21/2011","STATE","103","28.5","99","122"
"02/20/2011","STATE","104","28.2","99","123"
"02/18/2011","STATE","104","26.6","93","118"
"02/17/2011","STATE","103","25.3","89","115"
"02/16/2011","STATE","105","23.9","84","109"
"02/15/2011","STATE","105","22.8","80","105"
"02/14/2011","STATE","105","22.5","79","105"
"02/13/2011","STATE","105","22.6","79","107"
"02/12/2011","STATE","105","22.6","79","108"
"02/11/2011","STATE","105","22.6","79","110"
"02/10/2011","STATE","105","22.6","79","111"
"02/09/2011","STATE","105","22.6","79","113"
"02/08/2011","STATE","105","22.7","79","114"
"02/07/2011","STATE","105","22.7","79","116"
"02/06/2011","STATE","105","22.7","79","118"
"02/05/2011","STATE","105","22.8","80","121"
"02/04/2011","STATE","105","22.8","80","123"
"02/03/2011","STATE","106","23.0","80","125"
"02/02/2011","STATE","106","23.0","80","127"
"02/01/2011","STATE","106","23.1","80","129"
"01/31/2011","STATE","109","22.8","80","131"
"01/28/2011","STATE","110","22.3","78","134"
"01/27/2011","STATE","110","22.3","78","136"
"01/26/2011","STATE","110","22.4","79","140"
"01/25/2011","STATE","110","22.4","79","142"
"01/24/2011","STATE","110","22.4","79","144"
"01/23/2011","STATE","110","22.5","79","147"
"01/22/2011","STATE","110","22.5","79","149"
"01/19/2011","STATE","109","22.6","79","157"
"01/18/2011","STATE","109","22.6","79","159"
"01/17/2011","STATE","109","22.7","79","162"
"01/16/2011","STATE","109","22.9","80","167"
"01/15/2011","STATE","111","22.9","80","170"
"01/14/2011","STATE","109","22.8","80","173"
"01/13/2011","STATE","108","22.9","79","174"
"01/12/2011","STATE","108","22.8","79","177"
"01/11/2011","STATE","108","22.6","78","178"
"01/10/2011","STATE","108","22.6","78","182"
"01/09/2011","STATE","108","22.7","79","188"
"01/08/2011","STATE","108","22.7","79","191"
"01/07/2011","STATE","108","22.7","79","195"
"01/06/2011","STATE","108","22.7","79","199"
"01/05/2011","STATE","108","22.6","79","203"
"01/04/2011","STATE","108","22.6","78","205"
"01/03/2011","STATE","108","22.6","79","212"
"01/02/2011","STATE","108","22.3","77","210"
"01/01/2011","STATE","107","21.6","75","209"
"12/31/2010","STATE","107","21.5","75","214"
"12/30/2010","STATE","108","21.5","75","219"
"12/29/2010","STATE","108","20.7","72","215"
"12/28/2010","STATE","108","18.7","65","198"
"12/27/2010","STATE","107","18.7","65","202"
"12/26/2010","STATE","107","18.4","63","201"
"12/25/2010","STATE","107","17.8","61","199"
"12/24/2010","STATE","107","17.7","61","203"
"12/23/2010","STATE","105","17.7","60","204"
"12/22/2010","STATE","106","17.3","59","206"
"12/21/2010","STATE","106","16.7","57","204"
"12/20/2010","STATE","106","15.7","54","197"
"12/19/2010","STATE","107","13.0","45","169"
"12/18/2010","STATE","107","10.7","37","142"
"12/17/2010","STATE","106","8.9","31","122"
"12/16/2010","STATE","105","8.8","30","121"
"12/15/2010","STATE","105","8.8","30","124"
"12/14/2010","STATE","106","7.9","27","114"
"12/13/2010","STATE","106","7.9","27","117"
"12/12/2010","STATE","106","8.0","28","125"
"12/11/2010","STATE","106","8.1","28","128"
"12/10/2010","STATE","106","8.3","29","136"
"12/09/2010","STATE","106","8.1","28","135"
"12/08/2010","STATE","106","7.9","28","139"
"12/07/2010","STATE","106","7.9","27","138"
"12/06/2010","STATE","106","7.7","27","141"
"12/05/2010","STATE","106","6.9","24","130"
"12/04/2010","STATE","106","6.8","24","133"
"12/03/2010","STATE","106","6.7","23","131"
"12/02/2010","STATE","106","6.4","22","129"
"12/01/2010","STATE","104","6.4","22","133"
"11/30/2010","STATE","104","6.4","22","138"
"11/29/2010","STATE","104","6.3","22","143"
"11/28/2010","STATE","104","6.2","22","149"
"11/27/2010","STATE","104","5.5","19","133"
"11/26/2010","STATE","104","5.4","19","139"
"11/25/2010","STATE","104","5.3","19","144"
"11/24/2010","STATE","103","5.3","18","143"
"11/23/2010","STATE","102","4.6","16","132"
"11/22/2010","STATE","104","3.9","14","121"
"11/21/2010","STATE","104","3.0","11","99"
"11/20/2010","STATE","104","1.7","6","57"
"07/12/2010","STATE","102","0.0","0","0"
"07/11/2010","STATE","102","0.0","0","0"
"07/10/2010","STATE","102","0.0","0","0"
"07/09/2010","STATE","102","0.0","0","0"
"07/08/2010","STATE","102","0.0","0","0"
"07/07/2010","STATE","102","0.0","0","0"
"07/06/2010","STATE","102","0.0","0","0"
"07/05/2010","STATE","102","0.1","0","0"
"07/04/2010","STATE","102","0.1","1","23"
"07/03/2010","STATE","102","0.2","1","21"
"07/02/2010","STATE","102","0.2","1","20"
"07/01/2010","STATE","102","0.3","1","18"
"06/30/2010","STATE","102","0.4","1","17"
"06/29/2010","STATE","102","0.5","2","31"
"06/28/2010","STATE","102","0.7","2","29"
"06/27/2010","STATE","102","0.9","3","40"
"06/26/2010","STATE","102","1.2","4","50"
"06/25/2010","STATE","102","1.4","5","58"
"06/24/2010","STATE","102","1.6","6","65"
"06/23/2010","STATE","102","2.4","9","91"
"06/22/2010","STATE","102","2.7","10","95"
"06/21/2010","STATE","102","3.0","11","98"
"06/20/2010","STATE","102","3.3","12","101"
"06/19/2010","STATE","102","3.8","13","102"
"06/18/2010","STATE","102","4.2","15","112"
"06/17/2010","STATE","102","4.6","16","113"
"06/16/2010","STATE","102","5.1","18","119"
"06/15/2010","STATE","102","5.7","20","126"
"06/14/2010","STATE","102","6.4","23","137"
"06/13/2010","STATE","102","6.9","25","141"
"06/12/2010","STATE","102","7.4","27","145"
"06/11/2010","STATE","102","8.0","28","143"
"06/10/2010","STATE","102","8.6","31","150"
